dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000094,granulocyte,6
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000151,secretory cell,157
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000236,B cell,1
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000359,vascular associated smooth muscle cell,20
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000451,dendritic cell,29
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000669,pericyte cell,16
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000786,plasma cell,3
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000810,"CD4-positive, alpha-beta thymocyte",33
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000814,mature NK T cell,1
Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells,574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,peripheral zone of prostate,UBERON:8410026,male,unknown,29-year-old human stage,European,CL:0000860,classical monocyte,12
