dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000057,fibroblast,160
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000099,interneuron,2
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000100,motor neuron,23
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000131,gut endothelial cell,32
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000151,secretory cell,79
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000164,enteroendocrine cell,52
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000165,neuroendocrine cell,4
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000186,myofibroblast cell,59
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000235,macrophage,11
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000576,monocyte,4
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000584,enterocyte,313
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000669,pericyte cell,27
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000677,gut absorptive cell,10
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000738,leukocyte,1
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000764,erythroid lineage cell,32
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000817,precursor B cell,3
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0002088,interstitial cell of Cajal,38
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0002504,enteric smooth muscle cell,116
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0008015,inhibitory motor neuron,32
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0009011,transit amplifying cell of colon,5
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0009012,transit amplifying cell of small intestine,3
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0009016,intestinal crypt stem cell of large intestine,60
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0009017,intestinal crypt stem cell of small intestine,132
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0011026,progenitor cell,17
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4,abd889c6-f60a-4fbd-924e-ee1e9dcf909b,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0019031,intestine goblet cell,27
