dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000057,fibroblast,332
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000077,mesothelial cell,22
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000099,interneuron,3
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000125,glial cell,23
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000131,gut endothelial cell,157
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000164,enteroendocrine cell,29
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000186,myofibroblast cell,62
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000235,macrophage,12
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000576,monocyte,2
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000584,enterocyte,121
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000669,pericyte cell,28
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000677,gut absorptive cell,60
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000738,leukocyte,1
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000817,precursor B cell,7
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0000898,naive T cell,51
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0001071,group 3 innate lymphoid cell,1
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0002088,interstitial cell of Cajal,15
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0002319,neural cell,1
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0002504,enteric smooth muscle cell,87
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0008015,inhibitory motor neuron,19
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0009016,intestinal crypt stem cell of large intestine,6
Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3,774de9c6-9752-4e39-89a9-2a88c869d52a,intestine,UBERON:0000160,unknown,unknown,fetal stage,unknown,CL:0019031,intestine goblet cell,41
